ZdAId	ZdAName	ZdATown	ZdAPostalRegion
55544	Carnot	Dammarie-les-Lys	77152
45785	Bréau	Le Mée-sur-Seine	77285
55537	Berthelot	Dammarie-les-Lys	77152
55534	Baste Seine	Vaux-le-Pénil	77487
42279	Bancel	Melun	77288
55556	Avenue de Corbeil	Melun	77288
55532	Auvert	Dammarie-les-Lys	77152
55531	Archives	Dammarie-les-Lys	77152
56819	Saussette	Haravilliers	95298
56761	Rue du Four	Auvers-sur-Oise	95039
59184	Place	Brignancourt	95110
56895	Villarceaux	Chaussy	95150
59178	Myosotis	Arronville	95023
56855	Salle des Fêtes	Bray-et-Lû	95101
56794	Mairie	Labbeville	95328
422962	Mairie / Le Christ	Haravilliers	95298
416963	Rives de la Viosne	Ableiges	95002
478704	Porte de Rouen	Magny-en-Vexin	95355
56928	Place Marchand	Saint-Clair-sur-Epte	95541
56854	Place du 19 mars 1962	Bray-et-Lû	95101
56812	Le Ruisseau	Pontoise	95500
56835	Le Rosnel	Bréançon	95102
417081	Mézières	Maudétour-en-Vexin	95379
416908	Mairie	Vienne-en-Arthies	95656
59156	Karting - Aérodrome	Génicourt	95271
56879	Mairie	Saint-Gervais	95554
417021	Mairie	Maudétour-en-Vexin	95379
56780	Grande Rue	Frouville	95258
59142	Epagnes	Santeuil	95584
56778	Église	Frémécourt	95254
56889	La Goulée	Vétheuil	95651
56758	Clos du Château	Auvers-sur-Oise	95039
56788	Chennevières	Hédouville	95304
56808	Chemin des Gares	Pontoise	95500
416863	Gare Routière	Magny-en-Vexin	95355
56802	Centre équestre	Nesles-la-Vallée	95446
56915	Enfer Centre	Wy-dit-Joli-Village	95690
56837	Belles Vues	Santeuil	95584
56875	Église	Saint-Clair-sur-Epte	95541
56888	Église	Chaussy	95150
56897	Centre	Arthies	95024
58827	Calvaire	Charmont	95141
473889	Bouconvillers	Bouconvillers	60090
56924	Ansicourt	Montreuil-sur-Epte	95429
56968	Place du Commerce	Mantes-la-Ville	78362
46969	Jean Moulin	Mantes-la-Ville	78362
46892	Annexe Mairie	Aubergenville	78029
52112	Gare de Pierrefitte - Stains - Tramway	Stains	93072
45094	République - Magenta	Paris 10e	75110
42873	Durance	Buchelay	78118
413482	Centre Commercial Le Grand Val	L'Isle-Adam	95313
43538	Lafayette - Magenta	Paris 10e	75110
58661	Chemin des Meuniers	Buchelay	78118
55243	Emile Filée	Saint-Fargeau-Ponthierry	77407
54163	Mairie	Montlignon	95426
54165	Route des Parquets	Montlignon	95426
54179	Clos des Bottes	Montlignon	95426
53959	Presles	Bouafle	78090
54012	Mairie	Flins-sur-Seine	78238
43705	Les Bouleaux	Avon	77014
53955	Le Balto	Bouafle	78090
53958	La Beauce	Bouafle	78090
482547	Pierre Curie	Vémars	95641
54337	Bussy	Poissy	78498
53956	La Cigale	Bouafle	78090
45081	La Borne Blanche	Bray-sur-Seine	77051
482497	ZI de Vemars Nord	Vémars	95641
53968	Rue de la Pompe	Bazemont	78049
53970	Transformateur	Maule	78380
54059	Cauchoiserie Allée des Roses	Maule	78380
54061	Cauchoiserie Pasteur	Maule	78380
56977	Henri Clérisse	Mantes-la-Jolie	78361
46954	Duhamel	Mantes-la-Jolie	78361
56952	Castor	Mantes-la-Jolie	78361
415018	Chantereine	Mantes-la-Ville	78362
57200	Jules Ferry	Gargenville	78267
57109	Mare Nogris	Neauphlette	78444
57120	Rue Nationale	Brueil-en-Vexin	78113
57127	Dîme	Fontenay-Saint-Père	78246
57125	Follainville Lavoir	Follainville-Dennemont	78239
57136	Victor Hugo	Gargenville	78267
57146	Mairie	Issou	78314
414897	Convois	Guerville	78291
57577	Lombardie	Guerville	78291
56656	Puce	Bréval	78107
53241	Cimetière / Tennis	Bonnières-sur-Seine	78089
53336	Brasseuil	Auffreville-Brasseuil	78031
473462	Porte de la Villette	Paris 19e	75119
47729	Professeur Einstein	Châtenay-Malabry	92019
47727	Prés Hauts	Châtenay-Malabry	92019
42837	Dénicherie 2	Villeneuve-Saint-Denis	77510
45426	Degas	Paris 16e	75116
51773	Les Dames Gilles	Vauréal	95637
46104	Crèvecoeur	Aubervilliers	93001
47571	Les Châtaigniers	Taverny	95607
56075	Saint-Pierre Centre Commercial	Saint-Germain-Laval	77409
58243	Rosny 2 - Centre Commercial	Rosny-sous-Bois	93064
55470	Remauville	Remauville	77387
55465	Rosiers	Poligny	77370
58648	Mesnil - Centre	Le Mesnil-Saint-Denis	78397
42391	Brément	Noisy-le-Sec	93053
56300	Cavoy	Courtry	77139
463901	École Vétérinaire	Maisons-Alfort	94046
42250	Avenue de la Mare	Saint-Ouen-l'Aumône	95572
55801	Arzillières	Claye-Souilly	77118
463348	Arts et Métiers	Paris 3e	75103
50872	Ardouin - Saint-Pierre	Le Plessis-Trévise	94059
50767	Archevêché	Charenton-le-Pont	94018
50295	Square Jean Mermoz	Neuilly-Plaisance	93049
480758	Vaugirard - Croix-Nivert	Paris 15e	75115
47237	Ancienne Mairie	Fontenay-sous-Bois	94033
47235	Molière	Fontenay-sous-Bois	94033
43514	La Boursidière	Le Plessis-Robinson	92060
55395	Aimée Lepercq	Montigny-sur-Loing	77312
463641	Hippodrome de Vincennes	Paris 12e	75112
52278	Place de l'Escargot	Chalautre-la-Petite	77073
47433	Marché	Juvisy-sur-Orge	91326
482372	Rouillon	Longjumeau	91345
56430	Massenet	Villeneuve-Saint-Georges	94078
45252	Mortemart (av du Tremblay)	Paris 12e	75112
45277	Glacière - Nordmann	Paris 13e	75113
48680	Trottigny	Chevreuse	78160
48700	Yvette École	Lévis-Saint-Nom	78334
48659	Saint-Robert	Cernay-la-Ville	78128
59331	Rue du Lavoir	Limours	91338
51571	Roussigny - Clos Tavin	Limours	91338
420107	Port Royal	Saint-Lambert	78561
48796	Pont Pierre	Chevreuse	78160
48766	Place	Janvry	91319
48706	Le Terrier	Rambouillet	78517
48724	Le Clos	Vieille-Église-en-Yvelines	78655
47834	Poste	Saint-Arnoult-en-Yvelines	78537
420102	La Brosse	Saint-Lambert	78561
420382	Herbouvilliers	Choisel	78162
48721	Garnes	Senlisse	78590
42688	Collège Catherine de Vivonne	Rambouillet	78517
42433	Capucins	Bonnelles	78087
48728	Mairie	Boullay-les-Troux	91093
50740	Feudon	Saint-Cloud	92064
42610	Chevrillon	Saint-Cloud	92064
427462	Aqueduc	Louveciennes	78350
51493	Maison d'Arrêt	Osny	95476
51449	Le Verger	Cergy	95127
473531	Gare de Saint-Denis RER (Rue Ambroise Croizat)	Saint-Denis	93066
58542	Henri Colin	Villeneuve-la-Garenne	92078
50240	Gâtine RN3	Bondy	93010
50450	Avenue Marcelle	Bobigny	93008
44777	Rue Duchesne	Chelles	77108
42611	Chilpéric - Adolphe Besson	Chelles	77108
58093	Gambetta	Noisy-le-Sec	93053
45042	Ville Évrard	Neuilly-sur-Marne	93050
53226	Ciné 104	Pantin	93055
50290	Blancheville	Neuilly-sur-Marne	93050
46498	Raymond Queneau - Anatole France	Pantin	93055
43806	Libération	Pontault-Combault	77373
52925	Augustin Fresnel	Sainte-Geneviève-des-Bois	91549
58336	Gabriel Péri - Henri Barbusse	Champigny-sur-Marne	94017
44474	Pont de Chennevières	Chennevières-sur-Marne	94019
43004	Fond de Vaux	Saint-Ouen-l'Aumône	95572
52216	Pradine	Saint-Ouen-l'Aumône	95572
51481	Maison de Retraite	Pontoise	95500
51479	Place de la Libération	Cergy	95127
51517	Les Pâtis	Osny	95476
43699	Les Béthunes	Saint-Ouen-l'Aumône	95572
46771	Marcel Cerdan	Poissy	78498
47512	Rû de Vaux	Ézanville	95229
45747	Monseigneur Roméro	Évry	91228
45677	Concorde - Quai des Tuileries	Paris 8e	75108
479375	Tom Morel	Saint-Cyr-l'École	78545
52053	Bas Fonceaux	Tacoignières	78605
473744	Rennes - Saint-Placide	Paris 6e	75106
59111	Epinémerie	Herblay	95306
48901	Bol d'Air	Herblay	95306
48904	L'Escapade	Herblay	95306
58702	Les Petites Vignes	Herblay	95306
57460	Chennevières	Herblay	95306
49015	Avenue Janine	Herblay	95306
45429	Mozart - La Fontaine	Paris 16e	75116
53180	Mairie	Le Plessis-Trévise	94059
50873	Avenue Bertrand	Le Plessis-Trévise	94059
481000	Gros Chêne	Villiers-sur-Marne	94079
480665	Francis Perrin	Gif-sur-Yvette	91272
44107	Marsoulan	Paris 20e	75120
56055	Place des Erables	Misy-sur-Yonne	77293
43996	Mairie	Thomery	77463
44701	Route de Champagne	Thomery	77463
56113	Pilliers	Villecerf	77501
51743	Bois de Mareil	Mareil-le-Guyon	78366
477756	Jouet Lucot	Ville-d'Avray	92077
416655	Pasteur	Morangis	91432
416517	J.D. d'Angers	Rosny-sous-Bois	93064
416523	Chemin d'Avron	Rosny-sous-Bois	93064
416534	Berthauds	Villemomble	93077
427061	EHPAD	Rosny-sous-Bois	93064
46539	Ruelle Boissière	Noisy-le-Sec	93053
50202	Etienne Dolet	Montreuil	93048
46685	Petits Bois	Chaville	92022
43775	Les Peupliers	Ville-d'Avray	92077
416574	Jean Mermoz	Massy	91377
416665	Stade	Ballainvilliers	91044
416609	Jesse Owens	Chilly-Mazarin	91161
416619	Basch - Poulettes	Longjumeau	91345
51057	Elisée Reclus	Chilly-Mazarin	91161
421844	Marché	Longjumeau	91345
419860	Les Genêts	Montigny-lès-Cormeilles	95424
49035	Collège Marcel Pagnol	Saint-Ouen-l'Aumône	95572
44014	Mairie	Chauvry	95151
47584	Thérèse Léthias	Méry-sur-Oise	95394
481044	Les Prés Boucher	Dammartin-en-Goële	77153
48980	Mairie / Place de la Pompe	Béthemont-la-Forêt	95061
51205	Caravelle	Croissy-Beaubourg	77146
43272	Place du Général de Gaulle	Fontenay-sous-Bois	94033
44231	Pablo Picasso	Fontenay-sous-Bois	94033
473556	Gare de Sannois	Sannois	95582
473282	Henri IV	Sevran	93071
479058	Faubourg de l'Arche	Courbevoie	92026
57261	Léonard de Vinci	Courbevoie	92026
47693	Moulin Vert	Vitry-sur-Seine	94081
58039	Les Monrois	Sucy-en-Brie	94071
54806	Ampère	Gonesse	95277
54796	Boieldieu	Arnouville	95019
477159	Mareil-Marly	Mareil-Marly	78367
42791	Croix de la Mission	Marolles-sur-Seine	77279
45358	Henri Farman	Paris 15e	75115
57987	Diderot	Mitry-Mory	77294
42935	Eglise	Montsoult	95430
474330	Rue de Saint Benoît	Auffargis	78030
45479	Toulouse Lautrec	Paris 17e	75117
53557	Miroir d'Eau	Savigny-le-Temple	77445
47350	Faidherbe - Bize	Drancy	93029
55424	Avenue Roux	Nemours	77333
473331	Pont du Garigliano	Paris 15e	75115
48798	Orée du Bois	Saint-Maurice-Montcouronne	91568
59164	Les Petits Chaillots	Rochefort-en-Yvelines	78522
47867	Collège des 3 Moulins	Bonnelles	78087
51574	Ardillières	Forges-les-Bains	91249
58249	Rue de Boran	Bruyères-sur-Oise	95116
416365	Mairie	Bernes-sur-Oise	95058
473168	Gare de Champagne-sur-Oise	Champagne-sur-Oise	95134
58994	Roussel	Beaumont-sur-Oise	95052
50062	Mairie / Centre	Bellefontaine	95055
58992	Van Gogh	Beaumont-sur-Oise	95052
416216	Sécurité Sociale	Beaumont-sur-Oise	95052
422217	Ecole Les Clottins	Baillet-en-France	95042
47520	École Henri Boiscommun	Baillet-en-France	95042
45618	Mouzaïa	Paris 19e	75119
58582	Pont de la Tournelle - Cardinal Lemoine	Paris 5e	75105
44798	Saint-Claude	Paris 3e	75103
479052	Maurice Audin	Clichy-sous-Bois	93014
59167	Liberté	Saint-Gratien	95555
47493	Zone Artisanale du Moutier	Deuil-la-Barre	95197
48895	Marché	Franconville	95252
48893	Clos Milons	Franconville	95252
51006	Maurice Ravel	Sarcelles	95585
51115	Les Doucettes	Garges-lès-Gonesse	95268
51253	Village artisanal	Deuil-la-Barre	95197
50444	Carnot	Sarcelles	95585
50785	Jean Mermoz	Orly	94054
47241	Pasteur	Vincennes	94080
50849	Dagoty	Joinville-le-Pont	94042
50870	Georges Foureau	Le Plessis-Trévise	94059
47261	Moulin à Vent	Villiers-sur-Marne	94079
58170	Stade A. Marin	Saint-Maur-des-Fossés	94068
58173	John Fitzgerald Kennedy	Saint-Maurice	94069
47422	Belle Epine Nord	Thiais	94073
58273	Professeur Cadiot	Maisons-Alfort	94046
58213	Mairie	Maisons-Alfort	94046
46405	Les Antes	Rungis	94065
47700	La Tournelle	L'Haÿ-les-Roses	94038
47685	Hauts Flouviers	Thiais	94073
58329	Mairie	Nogent-sur-Marne	94052
58460	Piscine	Thiais	94073
58624	Pierre Brossolette	Le Kremlin-Bicêtre	94043
57220	Général Gallieni	Maisons-Alfort	94046
57478	Ledru Rollin	Ivry-sur-Seine	94041
57483	Utrillo	Vitry-sur-Seine	94081
44335	Pierre Brosselette	Sucy-en-Brie	94071
44406	8 mai 1945	Chennevières-sur-Marne	94019
45725	Concorde	Maisons-Alfort	94046
43335	Guynemer - Place des Fusillés	Villejuif	94076
55520	Montaigne	Le Perreux-sur-Marne	94058
42282	Barbusse - Larroumes	L'Haÿ-les-Roses	94038
55645	Avenue du Docteur Lacroix - Mairie	Le Kremlin-Bicêtre	94043
53166	Danielle Casanova	Créteil	94028
53168	Inkermann	Saint-Maur-des-Fossés	94068
53172	Rue des Côteaux	Saint-Maur-des-Fossés	94068
53197	Roland Cauchy	Sucy-en-Brie	94071
473832	Gare de Joinville-le-Pont	Joinville-le-Pont	94042
53320	Delerue	Saint-Maur-des-Fossés	94068
462843	Domaine Chérioux	L'Haÿ-les-Roses	94038
52192	Sorbiers	Saint-Maur-des-Fossés	94068
52196	Capitaine Charton	Saint-Maur-des-Fossés	94068
426991	Victor Hugo	Thiais	94073
412362	Avenue de Bonneuil (Avenue du Bac)	Saint-Maur-des-Fossés	94068
42825	Dauphin - Anatole France	Villejuif	94076
51089	Les Tilleuls	Saint-Maur-des-Fossés	94068
52375	Guy Môquet	Villejuif	94076
52376	Rue des Guipons	Villejuif	94076
54927	Hôpital Charles Foix	Ivry-sur-Seine	94041
51187	Ormeteau	Rungis	94065
51189	Rue de la Bresse	Rungis	94065
51190	Grands Champs	Thiais	94073
50197	Verdun	Joinville-le-Pont	94042
52766	Danielle Casanova	Vitry-sur-Seine	94081
50278	Gustave Goublier	Saint-Maur-des-Fossés	94068
50285	Paul Bert	Nogent-sur-Marne	94052
50235	Ernest Renan	Maisons-Alfort	94046
50265	Pont de Maisons-Alfort	Maisons-Alfort	94046
50269	Pont de Charenton	Charenton-le-Pont	94018
51760	Mozart	Joinville-le-Pont	94042
51761	Polangis	Joinville-le-Pont	94042
50437	Place du 8 mai 1945	Villejuif	94076
50441	Camille Risch	Vitry-sur-Seine	94081
47239	Jean-Jacques Rousseau	Fontenay-sous-Bois	94033
50879	Rodin	Champigny-sur-Marne	94017
46021	8 mai 1945	Fresnes	94034
58271	La Source	Créteil	94028
58278	Coteaux Sud	Créteil	94028
46283	Bretagne	Créteil	94028
58217	Jean-Baptiste Clément	Champigny-sur-Marne	94017
58214	Henri Cardinaud	Créteil	94028
46295	Auguste Franchot	Choisy-le-Roi	94022
46293	Cimetière de Choisy-le-Roi	Choisy-le-Roi	94022
46294	Mairie	Choisy-le-Roi	94022
58384	Saint-Germain	Fontenay-sous-Bois	94033
58382	Gambetta	Fontenay-sous-Bois	94033
57258	Louis Auroux	Fontenay-sous-Bois	94033
57260	Les Alouettes	Neuilly-Plaisance	93049
57279	Hoche	Fontenay-sous-Bois	94033
57521	Griffons	Créteil	94028
44296	Paul Vaillant Couturier - Kennedy	Alfortville	94002
45894	Jean Jaurès	Arcueil	94003
45888	Fondation Vallée	Gentilly	94037
45880	Reine Blanche	Gentilly	94037
426106	La Plaine	Cachan	94016
422535	Conservatoire	Choisy-le-Roi	94022
42542	Chaperon Vert	Arcueil	94003
51093	Parc Départemental	Champigny-sur-Marne	94017
51298	Parc Paysager des Gondoles	Choisy-le-Roi	94022
50208	Mairie	Alfortville	94002
50210	Jean Vilar	Choisy-le-Roi	94022
50212	Rue de Seine	Alfortville	94002
50224	Square Bourdarias	Alfortville	94002
50226	Eglise	Créteil	94028
50268	Centre Commercial de Charenton-le-Pont	Charenton-le-Pont	94018
50323	Le Bois Cadet	Fontenay-sous-Bois	94033
50345	Moulin Bâteau	Bonneuil-sur-Marne	94011
50344	Mont Mesly	Créteil	94028
50347	Port de Bonneuil	Bonneuil-sur-Marne	94011
50367	Château	Bry-sur-Marne	94015
50370	Docteur Armand Brillard	Bry-sur-Marne	94015
50372	Georges Méliès	Bry-sur-Marne	94015
51752	Mairie	Bry-sur-Marne	94015
50939	Colonel Fabien	Les Pavillons-sous-Bois	93057
50956	Louis Nadot	Pantin	93055
46066	La Montjoie - Germaine Tillion	Saint-Denis	93066
46113	Place du Marché	Pantin	93055
46344	Pierre Curie - Clinique de l'Estrée	Stains	93072
58606	Mirabeau	Romainville	93063
58693	Lycée Suger	Saint-Denis	93066
57507	Rue du Ballon	Noisy-le-Grand	93051
57542	Nanteuil	Rosny-sous-Bois	93064
45624	Petits Ponts	Pantin	93055
426401	Cimetière	Pierrefitte-sur-Seine	93059
57950	Paul De Kock	Romainville	93063
57976	Maneyrol	Romainville	93063
43427	Mairie de Saint-Ouen - Jaurès	Saint-Ouen	93070
44895	Avenue des Fruitiers	Saint-Denis	93066
44830	Simone Bigot	Neuilly-sur-Marne	93050
55649	Cité Grandcoing	Villetaneuse	93079
43783	Les Richardets - Centre	Noisy-le-Grand	93051
43990	Mairie	Noisy-le-Grand	93051
52124	Les Hauts Roseaux	Noisy-le-Grand	93051
52125	La Butte Verte	Noisy-le-Grand	93051
51069	René Navier	Noisy-le-Grand	93051
51071	Pottier	Villemomble	93077
462754	Parc de la République	Pierrefitte-sur-Seine	93059
51103	Les Cormiers	Noisy-le-Grand	93051
51234	Rue Marcelle	Les Lilas	93045
50246	Hélène	Noisy-le-Sec	93053
51589	Avenue de Metz	Romainville	93063
50309	Hoche	Villemomble	93077
50310	Marius Gonin	Villemomble	93077
50325	Strasbourg	Rosny-sous-Bois	93064
50377	Avenue Lucie	Villemomble	93077
50380	Cimetière	Villemomble	93077
50382	Rue de Neuilly	Villemomble	93077
51627	Sente des Mares	Romainville	93063
50523	Les Carrouges	Noisy-le-Sec	93053
50928	Les Rosiers	Gournay-sur-Marne	93033
47255	Centre de santé	Bagnolet	93006
47253	Fraternité	Montreuil	93048
59225	Collège Cesaria Evora	Montreuil	93048
59353	Carrefour Repiquet	Drancy	93029
46165	Danielle Casanova - Paul Vaillant-Couturier	Le Blanc-Mesnil	93007
46158	Foch - Gallieni	Le Blanc-Mesnil	93007
46157	Foch - Marne	Le Blanc-Mesnil	93007
46152	Ancienne Mairie	Le Blanc-Mesnil	93007
46134	Edouard Vaillant	Drancy	93029
46114	Maison de Retraite	Aubervilliers	93001
46109	Petit Chemin Du Pont Blanc	Aubervilliers	93001
58306	Hôpital La Roseraie	Aubervilliers	93001
45045	Villebois - Mareuil	Aubervilliers	93001
58332	Plateau D'Avron - Place De Stalingrad	Neuilly-Plaisance	93049
58356	Blanqui - Furci	Bondy	93010
58378	Raspail - République	Montreuil	93048
57221	Cité du Moulin	Dugny	93030
57225	Lieutenant Thomas	Bagnolet	93006
57233	Les Vignes	Bobigny	93008
57272	Louise Michel	Montreuil	93048
57292	Avenue du Coteau - Ecole Normale	Clichy-sous-Bois	93014
44116	Mathilde Emilie	Le Blanc-Mesnil	93007
57365	Square Henri Legrand	Livry-Gargan	93046
58891	Rue des Cités (Avenue de la République)	Aubervilliers	93001
52212	Etienne Marcel	Bagnolet	93006
42855	Division Leclerc - Wallon	Le Blanc-Mesnil	93007
51077	L'Etoile	Bondy	93010
51242	La Mare à la Veuve	Bondy	93010
51252	Salengro	Bondy	93010
50201	Sorins	Montreuil	93048
50205	Lycée Jean Jaurès	Montreuil	93048
50249	Joseph Depinay	Les Lilas	93045
50391	Le Morillon	Montreuil	93048
50387	Pierre Curie	Bagnolet	93006
50447	Gabriel Péri	Dugny	93030
51736	Collèges	Livry-Gargan	93046
50417	Victor Hugo	Neuilly-Plaisance	93049
50558	Jane Joye	Drancy	93029
427243	Place de Buzenval	Rueil-Malmaison	92063
417838	Rue Gabrielle	Clamart	92023
47418	Les Peupliers	Nanterre	92050
47400	Jacques Decour	Suresnes	92073
47378	Place Jean Jaurès	Suresnes	92073
47392	Rue des Bourets - Pont de Suresnes	Suresnes	92073
58176	Square Médéric	Meudon	92048
45071	Washington	Suresnes	92073
57070	Periparc	Nanterre	92050
45066	Voltaire - Villiers	Levallois-Perret	92044
58526	Les Gibets	Rueil-Malmaison	92063
45354	Séverine	Issy-les-Moulineaux	92040
46584	Hôpital - Pont de Puteaux	Puteaux	92062
46581	Rue du Bois de Boulogne	Neuilly-sur-Seine	92051
57435	Eugène Sue	Suresnes	92073
58865	Jules Guesde	Levallois-Perret	92044
58861	Lycée Galilée	Gennevilliers	92036
57560	Le Champtier	Rueil-Malmaison	92063
44250	Parc de Saint-Cloud	Sèvres	92072
474393	Coeur des Champs	Gennevilliers	92036
424073	Centre Millandy	Meudon	92048
424077	Patinoire	Meudon	92048
425369	François Hanriot	Nanterre	92050
57728	Place John Fitzgerald Kennedy	Issy-les-Moulineaux	92040
44553	Pradier	Saint-Cloud	92064
43383	Hôpital Marie Lannelongue	Le Plessis-Robinson	92060
57958	Berty Albrecht	Suresnes	92073
57959	Jean Monnet	Montrouge	92049
44723	Rue Brenu	Gennevilliers	92036
44965	Tuck Stell	Rueil-Malmaison	92063
52265	D'Estienne d'Orves	Suresnes	92073
51081	Mairie	Gennevilliers	92036
51015	Fosse Blanc	Gennevilliers	92036
51025	Eglise - Avenue de Celle	Meudon	92048
52359	Lavoisier	Nanterre	92050
52360	Les Guilleraies	Nanterre	92050
52380	Renan - Foucher Lepelletier	Issy-les-Moulineaux	92040
52384	Worth	Suresnes	92073
473416	La Défense (voie Perronet Sud)	Puteaux	92062
50174	Chartres	Neuilly-sur-Seine	92051
479128	Burgod - Liberté	Suresnes	92073
50396	Paul Besnard	Issy-les-Moulineaux	92040
51763	Lycée Pasteur	Neuilly-sur-Seine	92051
50464	Patinoire	Gennevilliers	92036
50406	Place Du Maréchal de Lattre de Tassigny	Vanves	92075
50578	Maurice Thorez	Nanterre	92050
50595	Rousselle	Puteaux	92062
50509	Avenue du Mont Valérien	Rueil-Malmaison	92063
50515	Racine	Rueil-Malmaison	92063
50676	Egalité	Colombes	92025
50618	André Morizet	Boulogne-Billancourt	92012
50631	Mairie	Châtillon	92020
51967	Alma - Baudin	Courbevoie	92026
51966	Carnot	Courbevoie	92026
50638	Pont Bineau	Courbevoie	92026
50645	Verdun - Rue Latérale	Courbevoie	92026
47032	Silly - Gallieni	Boulogne-Billancourt	92012
50654	Les Saules	Colombes	92025
50657	Rue des Chasses	Clichy	92024
50665	Freycinet	Asnières-sur-Seine	92004
50821	Poste	Clamart	92023
50713	Marivel	Chaville	92022
50748	Place des Victoires - Marché	Asnières-sur-Seine	92004
50753	Gros Grès	Colombes	92025
50943	Tour d'Auvergne	Colombes	92025
50944	Stalingrad - Jean Jacques Rousseau	Colombes	92025
427173	Pierre Lefaucheux	Boulogne-Billancourt	92012
46323	Tour d'Asnières - Laurent Cély	Asnières-sur-Seine	92004
47711	Pierrelais - Blanchard	Châtillon	92020
58321	Fontaine - Gueffier	Bagneux	92007
57100	La Montagne	Courbevoie	92026
45459	Stade Roland Garros	Boulogne-Billancourt	92012
44053	Mairie de Quartier - C.A.F	Colombes	92025
58855	Gallieni - Billancourt	Boulogne-Billancourt	92012
426561	Clément Perrière	Châtillon	92020
415849	Lazare Carnot (Rue des Roissys)	Clamart	92023
473093	Gare d'Asnières	Asnières-sur-Seine	92004
57729	D'Estienne d'Orves	Clamart	92023
56384	Maximilien Robespierre	Châtenay-Malabry	92019
57955	Porte-d'En-Bas	Bagneux	92007
42198	Ancienne Mairie	Boulogne-Billancourt	92012
52117	Pierrelais - Fontenay	Châtillon	92020
51177	Traversière	Boulogne-Billancourt	92012
51265	Monts Clairs	Colombes	92025
51276	Denfert Rochereau	Boulogne-Billancourt	92012
51278	Gallieni - Thiers	Boulogne-Billancourt	92012
51282	Gabriel Péri	Clichy	92024
50173	River Plaza	Asnières-sur-Seine	92004
51546	Rue de Billancourt	Boulogne-Billancourt	92012
51695	Rue des Etudiants	Courbevoie	92026
48420	Prés Saint-Martin	Savigny-sur-Orge	91589
58404	D'Estienne d'Orves - Général Leclerc	Verrières-le-Buisson	91645
58417	Saint Saens - Les Oiseaux	Savigny-sur-Orge	91589
46411	Mail Ampère	Massy	91377
46390	Château d'Ablon	Athis-Mons	91027
57009	Trois Ormes	Athis-Mons	91027
57013	Progrès	Athis-Mons	91027
57113	ZA Les Guyards	Athis-Mons	91027
58454	Allemane - Boileau	Savigny-sur-Orge	91589
57535	Glycines	Savigny-sur-Orge	91589
57536	Réservoir	Savigny-sur-Orge	91589
43287	Victor Baloche	Wissous	91689
43391	Mairie	Paray-Vieille-Poste	91479
57942	Galvani Sud	Massy	91377
57943	Galvani Nord	Massy	91377
44675	Rond-Point des Vallées	Igny	91312
424719	Square - Condorcet	Morangis	91432
51192	Mairie	Morangis	91432
51200	La Bonde	Massy	91377
51219	Place Henri Barbusse	Juvisy-sur-Orge	91326
50358	Georges Mandel	Massy	91377
50711	Président Doumer	Viroflay	78686
50715	Les Fleurs	Viroflay	78686
50903	Fontaine aux Coulons	Champs-sur-Marne	77083
50882	Les Cantines	Torcy	77468
50883	La Fosse aux Loups	Torcy	77468
50887	La Maltournée	Torcy	77468
50899	Pont de Gournay	Chelles	77108
58295	Pelloutier	Croissy-Beaubourg	77146
420856	Lycée René Descartes	Champs-sur-Marne	77083
474218	Le Village	Lognes	77258
44632	Résidence des Tilleuls	Pontault-Combault	77373
43421	Jacques Prévert	Torcy	77468
44809	Salle des Fêtes Jacques Brel	Pontault-Combault	77373
42490	Hôtel de Ville / Centre Commercial 2000	Pontault-Combault	77373
52178	Einstein - Galilée	Champs-sur-Marne	77083
51202	Les Platanes	Croissy-Beaubourg	77146
464025	Losserand - Gergovie	Paris 14e	75114
45228	Sidi Brahim	Paris 12e	75112
45220	Rue de la Gare de Reuilly	Paris 12e	75112
45212	Avenue de Saint-Mandé	Paris 12e	75112
45173	Philippe de Girard	Paris 10e	75110
45320	Rue Benard	Paris 14e	75114
45319	Château	Paris 14e	75114
45303	Thomas Mann	Paris 13e	75113
473113	Bibliothèque Rue Mann	Paris 13e	75113
45290	Moulin de la Pointe	Paris 13e	75113
45289	Peupliers	Paris 13e	75113
45282	Bobillot	Paris 13e	75113
45281	Barrault	Paris 13e	75113
45263	Caserne des Gardes	Paris 12e	75112
45245	Tourelle - Daumesnil	Paris 12e	75112
58724	Saint-Maur - Jean Aicard	Paris 11e	75111
58745	Les Plantes	Paris 14e	75114
45463	Passerelle de l'Avre	Paris 16e	75116
45452	Porte de Passy	Paris 16e	75116
45455	Alfred Capus	Paris 16e	75116
45454	Raffet	Paris 16e	75116
45434	Gare d'Auteuil	Paris 16e	75116
45428	George Sand - La Fontaine	Paris 16e	75116
45416	Nicolo - Jean Richepin	Paris 16e	75116
45403	Lauriston	Paris 16e	75116
463876	Chevaleret	Paris 13e	75113
45378	Place Charles Vallin	Paris 15e	75115
463801	Menilmontant - Mortier	Paris 20e	75120
45599	Cambrai (rue de l'Ourcq)	Paris 19e	75119
45569	Lamarck - Mont Cenis	Paris 18e	75118
45561	Chappe	Paris 18e	75118
45560	Drevet	Paris 18e	75118
45556	Tholoze	Paris 18e	75118
45552	Hôpital Bretonneau	Paris 18e	75118
463592	Ramponeau	Paris 11e	75111
45525	Jacques Cartier	Paris 18e	75118
44194	Navier	Paris 17e	75117
45622	Marseillaise - Cheminets	Paris 19e	75119
45651	Orteaux - Maraichers	Paris 20e	75120
